Date,Price,Open,High,Low,Vol.,Change %
4/1/14,685.38,695.88,697.63,683.63,-,-1.69%
3/31/14,697.13,697.13,701.88,677,-,0.29%
3/28/14,695.13,707.88,708.25,693.63,-,-2.16%
3/27/14,710.5,696.5,713.38,692.13,-,1.88%
3/26/14,697.38,708.88,711.63,694.88,-,-1.69%
3/25/14,709.38,714.63,716.38,706.63,-,-0.56%
3/24/14,713.38,692.5,718.13,687.25,-,3.05%
3/21/14,692.25,705.38,707.13,692.13,-,-2.00%
3/20/14,706.38,714.63,722.88,694.38,-,-1.29%
3/19/14,715.63,691.38,718.38,686.13,-,3.43%
3/18/14,691.88,676.25,693.38,672.5,-,2.56%
3/17/14,674.63,686.38,694.13,672.63,-,-1.75%
3/14/14,686.63,672.63,690.88,669.88,-,2.16%
3/13/14,672.13,682.38,696.25,671.13,-,-1.75%
3/12/14,684.13,658.5,684.38,652.13,-,3.95%
3/11/14,658.13,639.5,667.38,637.13,-,2.89%
3/10/14,639.63,654.88,656.38,639.25,-,-2.12%
3/7/14,653.5,646,662.88,644.38,-,1.06%
3/6/14,646.63,640.88,648.88,636.38,-,0.98%
3/5/14,640.38,641,644.38,636.13,-,-0.45%
3/4/14,643.25,632,644.63,621.13,-,1.38%
3/3/14,634.5,623.63,644.13,615,-,5.68%
2/28/14,600.38,590.25,604.88,590.13,-,1.69%
2/27/14,590.38,606,606.88,588.38,-,-2.48%
2/26/14,605.38,617.38,618.38,605.13,-,-1.92%
2/25/14,617.25,617,619.75,605.13,-,0.00%
2/24/14,617.25,602.5,617.38,600.75,-,1.21%
2/21/14,609.88,616.25,617.38,609.38,-,-0.97%
2/20/14,615.88,618.88,620.75,611.63,-,-0.73%
2/19/14,620.38,611.88,620.38,609.88,-,1.35%
2/18/14,612.13,599.25,613.13,598.88,-,2.45%
2/14/14,597.5,594.88,602.88,594.5,-,0.50%
2/13/14,594.5,586.38,596.63,585.38,-,1.47%
2/12/14,585.88,589.25,598,585.88,-,-0.55%
2/11/14,589.13,585.13,590.88,582.88,-,0.62%
2/10/14,585.5,574.5,590.5,570.63,-,1.34%
2/7/14,577.75,582.13,585.88,567.38,-,-0.37%
2/6/14,579.88,586.75,592.88,579.63,-,-1.21%
2/5/14,587,584.38,588.63,579.13,-,0.28%
2/4/14,585.38,563.63,585.63,562.13,-,3.81%
2/3/14,563.88,554.88,564.13,554.13,-,1.60%
1/31/14,555,554.13,557.38,551.38,-,0.23%
1/30/14,553.75,552,556.63,550.38,-,0.52%
1/29/14,550.88,566.63,566.88,550.75,-,-2.65%
1/28/14,565.88,564.13,568.88,564.13,-,0.35%
1/27/14,563.88,567.13,572.13,563.13,-,-0.42%
1/24/14,566.25,571.13,573.13,562.63,-,-0.64%
1/23/14,569.88,561.63,577.63,561.63,-,1.56%
1/22/14,561.13,562.63,566.63,560.88,-,-0.13%
1/21/14,561.88,565.13,567.63,560.88,-,-0.18%
1/17/14,562.88,572.88,574.25,562.88,-,-1.62%
1/16/14,572.13,568.38,573.63,564.13,-,0.84%
1/15/14,567.38,579.5,579.63,566.88,-,-2.07%
1/14/14,579.38,571.38,579.63,570.63,-,1.13%
1/13/14,572.88,571.75,575.88,570.13,-,0.84%
1/10/14,568.13,584.38,590.25,560.88,-,-2.80%
1/9/14,584.5,588.13,590.75,578.38,-,-0.53%
1/8/14,587.63,603.13,607.13,587.38,-,-2.45%
1/7/14,602.38,606.38,609.88,601.88,-,-0.62%
1/6/14,606.13,608.13,612.38,605.13,-,-0.08%
1/3/14,606.63,596.88,608.88,596.38,-,1.65%
1/2/14,596.75,605,605,595.88,-,-1.38%
1/1/14,605.13,605.13,605.13,605.13,-,0.00%
12/31/13,605.13,601.63,607.13,599.38,-,0.83%
12/30/13,600.13,608,609,600.13,-,-1.32%
12/27/13,608.13,608.13,609.88,603.38,-,0.39%
12/26/13,605.75,606.38,606.63,600.88,-,-0.10%
12/24/13,606.38,610.38,611.63,605.88,-,-0.47%
12/23/13,609.25,614.5,615.13,608.38,-,-0.71%
12/20/13,613.63,610.38,615.63,607.38,-,0.57%
12/19/13,610.13,614.88,621.13,610.13,-,-0.37%
12/18/13,612.38,618.63,618.88,612.38,-,-1.05%
12/17/13,618.88,622.38,626.63,618.88,-,-0.44%
12/16/13,621.63,628.63,628.63,621.13,-,-1.19%
12/13/13,629.13,633.38,634.88,626.88,-,-0.67%
12/12/13,633.38,641,642.5,630.38,-,-1.21%
12/11/13,641.13,639.88,643.38,635.38,-,0.25%
12/10/13,639.5,649.88,652.13,635.13,-,-1.69%
12/9/13,650.5,651.63,657.13,649.38,-,-0.04%
12/6/13,650.75,652.13,654.88,649.38,-,-0.13%
12/5/13,651.63,662.63,662.88,650.63,-,-1.57%
12/4/13,662,668.38,672.13,661.38,-,-1.03%
12/3/13,668.88,663.88,669.13,662.13,-,0.91%
12/2/13,662.88,668.88,674.63,660.63,-,-0.80%
11/29/13,668.25,668.5,670.63,665.13,-,0.55%
11/27/13,664.63,656.63,666.88,656.38,-,1.35%
11/26/13,655.75,659,660.63,653.38,-,-0.57%
11/25/13,659.5,658.63,662.38,657.38,-,0.50%
11/24/13,656.25,656.25,656.25,656.25,-,1.12%
11/22/13,649,649.38,653.63,648.63,-,0.06%
11/21/13,648.63,647.88,653.38,647.38,-,0.33%
11/20/13,646.5,650,654.63,646.38,-,-0.54%
11/19/13,650,642.75,651.13,642.75,-,1.19%
11/18/13,642.38,646.25,649.63,642.38,-,-0.21%
11/15/13,643.75,646,648.38,642.88,-,-0.17%
11/14/13,644.88,645.88,652.88,644.38,-,-0.06%
11/13/13,645.25,646.38,648.88,643.63,-,0.04%
11/12/13,645,647,651.88,644.88,-,-0.19%
11/11/13,646.25,651.13,659.38,646,-,-0.27%
11/8/13,648,653.5,657.75,645.5,-,-0.82%
11/7/13,653.38,654,657.13,652.38,-,-0.04%
11/6/13,653.63,657,660.38,652.38,-,-0.44%
11/5/13,656.5,662.63,665.13,655.25,-,-1.04%
11/4/13,663.38,666.5,671.38,662.13,-,-0.56%
11/1/13,667.13,667.75,672.13,664.63,-,-0.04%
10/31/13,667.38,675.13,676.88,667.13,-,-1.00%
10/30/13,674.13,684.88,686,674.13,-,-1.12%
10/29/13,681.75,681.25,684.63,676.38,-,0.13%
10/28/13,680.88,688.88,691.13,680.88,-,-1.55%
10/25/13,691.63,696.38,701.88,690.38,-,-0.70%
10/24/13,696.5,701.25,707.88,696.13,-,-0.75%
10/23/13,701.75,700.75,710.38,699.75,-,0.16%
10/22/13,700.63,699.13,704.13,696.13,-,0.25%
10/21/13,698.88,706.13,711.13,694.13,-,-0.90%
10/18/13,705.25,686.38,706.38,686.13,-,2.86%
10/17/13,685.63,681.25,693.13,680.75,-,0.66%
10/16/13,681.13,686.13,687.88,678.38,-,-0.66%
10/15/13,685.63,691.88,693.63,685.38,-,-0.90%
10/14/13,691.88,691.63,696.13,686.38,-,-0.02%
10/11/13,692,684.63,695.38,682.38,-,1.02%
10/10/13,685,691.13,695.63,684.13,-,-0.74%
10/9/13,690.13,692.5,694.63,687.38,-,-0.43%
10/8/13,693.13,694.13,699.63,688.13,-,-0.27%
10/7/13,695,686.88,696.13,686.5,-,1.22%
10/4/13,686.63,688.75,692.63,684.38,-,-0.29%
10/3/13,688.63,685.75,697.88,685.5,-,0.38%
10/2/13,686,681,689.63,678,-,0.38%
10/1/13,683.38,678.13,683.38,672.63,-,0.63%
9/30/13,679.13,681,694,676.88,-,-0.29%
9/27/13,681.13,677.63,685.38,675.5,-,0.37%
9/26/13,678.63,670.13,678.88,668.63,-,1.34%
9/25/13,669.63,657.88,674.88,657.88,-,1.82%
9/24/13,657.63,653.75,659.88,649.63,-,0.57%
9/23/13,653.88,646.13,656.63,645.38,-,1.24%
9/20/13,645.88,656.63,659.13,643.88,-,-1.58%
9/19/13,656.25,647.38,662.38,646.63,-,1.67%
9/18/13,645.5,642.38,647.88,642,-,0.47%
9/17/13,642.5,641.63,651,641.38,-,0.25%
9/16/13,640.88,641.13,648.63,638.63,-,0.06%
9/13/13,640.5,652.63,652.63,640.13,-,-1.90%
9/12/13,652.88,648.13,654.13,637.5,-,0.77%
9/11/13,647.88,647.63,652.13,642.13,-,0.25%
9/10/13,646.25,641.5,648.13,640.13,-,0.84%
9/9/13,640.88,648.38,651.38,639.63,-,-1.04%
9/6/13,647.63,639.13,652.88,638.25,-,1.29%
9/5/13,639.38,645.75,646.25,637.13,-,-1.08%
9/4/13,646.38,647.25,647.25,640.13,-,-0.17%
9/3/13,647.5,663,663.63,645.38,-,-1.13%
8/30/13,654.88,654.13,658.63,650.38,-,0.08%
8/29/13,654.38,660.25,663.5,652.13,-,-0.91%
8/28/13,660.38,665.13,669.38,658.63,-,-0.43%
8/27/13,663.25,666.13,670.25,661.13,-,-0.58%
8/26/13,667.13,651.88,676.38,651.63,-,5.27%
8/23/13,633.75,629,637.88,628.5,-,0.52%
8/22/13,630.5,640.38,640.38,629.88,-,-1.23%
8/21/13,638.38,635.13,646.63,634.38,-,0.61%
8/20/13,634.5,641.38,643.75,634.13,-,-0.94%
8/19/13,640.5,636.5,642.38,635.25,-,1.43%
8/16/13,631.5,637.75,641.13,626.63,-,-0.96%
8/15/13,637.63,631.13,641.13,629.13,-,1.15%
8/14/13,630.38,626.63,631.75,623.13,-,0.46%
8/13/13,627.5,635.88,643.38,626.38,-,-1.22%
8/12/13,635.25,633.25,644.88,630.13,-,0.26%
8/9/13,633.63,642,644.88,630.63,-,-1.17%
8/8/13,641.13,642.5,647.88,640,-,-0.43%
8/7/13,643.88,650.25,652.88,639.13,-,-0.94%
8/6/13,650,646.13,651,642.38,-,0.74%
8/5/13,645.25,659.5,665.38,641.63,-,-2.27%
8/2/13,660.25,657.75,667.13,656.5,-,0.17%
8/1/13,659.13,663.38,667.38,648.38,-,-0.68%
7/31/13,663.63,654.38,665.5,653.63,-,1.16%
7/30/13,656,650.38,662.38,650.13,-,0.75%
7/29/13,651.13,650.38,655.88,648.63,-,0.29%
7/26/13,649.25,648.75,657.38,648.13,-,0.13%
7/25/13,648.38,652.63,656.38,648.13,-,-0.73%
7/24/13,653.13,653.88,661.63,653.13,-,-0.23%
7/23/13,654.63,659.25,659.38,650.63,-,-0.80%
7/22/13,659.88,666.38,667.75,655.13,-,-0.60%
7/19/13,663.88,660.88,669.88,658.13,-,0.42%
7/18/13,661.13,664.25,667.13,656.63,-,-0.62%
7/17/13,665.25,669.5,674,664.13,-,-0.60%
7/16/13,669.25,671.5,681.25,665.63,-,-0.04%
7/15/13,669.5,677.13,677.63,667.63,-,-1.69%
7/12/13,681,683.13,687.5,679.88,-,-0.20%
7/11/13,682.38,679.13,692.88,676,-,0.63%
7/10/13,678.13,676.13,682.13,668.63,-,0.26%
7/9/13,676.38,662.88,682.63,662.5,-,2.11%
7/8/13,662.38,659,671.25,659,-,0.38%
7/5/13,659.88,670.88,672.38,659.38,-,-0.92%
7/4/13,666,666,666,666,-,0.00%
7/3/13,666,658.13,671.38,658.13,-,1.47%
7/2/13,656.38,656,667.88,652.38,-,-0.04%
7/1/13,656.63,655.5,663.75,652.88,-,-0.04%
6/28/13,656.88,673.13,678.13,656.13,-,-2.38%
6/27/13,672.88,677,683.13,672.88,-,-0.55%
6/26/13,676.63,684.75,690.13,676.13,-,-1.24%
6/25/13,685.13,687.88,694.63,684.88,-,-0.38%
6/24/13,687.75,700.88,701.75,685.13,-,-1.45%
6/21/13,697.88,700.38,704.38,696.13,-,-0.29%
6/20/13,699.88,703.88,707.63,695.13,-,-0.74%
6/19/13,705.13,684.5,710.63,682.63,-,2.66%
6/18/13,686.88,681.5,689.38,680.88,-,0.51%
6/17/13,683.38,677.88,688.63,674.75,-,0.33%
6/14/13,681.13,685.5,685.5,676.63,-,-0.66%
6/13/13,685.63,683.38,686.63,675.13,-,0.55%
6/12/13,681.88,694.25,696.63,679.13,-,-2.05%
6/11/13,696.13,690.13,699.63,686.88,-,0.85%
6/10/13,690.25,693.25,693.5,680.63,-,-0.86%
6/7/13,696.25,696.88,703.13,694.38,-,-0.32%
6/6/13,698.5,701.63,706.13,693.63,-,-0.41%
6/5/13,701.38,710.5,712.38,701.13,-,-1.16%
6/4/13,709.63,707.5,712.88,700.13,-,0.04%
6/3/13,709.38,707.75,714.38,692.63,-,0.39%
5/31/13,706.63,697.38,707.38,692.88,-,1.25%
5/30/13,697.88,699.13,702.25,687.63,-,-0.36%
5/29/13,700.38,693.5,703.88,688.88,-,0.99%
5/28/13,693.5,697.88,704.88,687.88,-,-0.41%
5/24/13,696.38,704.38,707.25,696.38,-,-1.22%
5/23/13,705,687.63,708.88,687.13,-,2.64%
5/22/13,686.88,680.5,692.63,680.13,-,1.03%
5/21/13,679.88,683.38,684.13,674.13,-,-0.93%
5/20/13,686.25,681.38,688,674.63,-,0.53%
5/17/13,682.63,688.38,689.63,680.63,-,-0.91%
5/16/13,688.88,694.13,698.88,681.63,-,-0.72%
5/15/13,693.88,710.88,711.13,692.63,-,-2.60%
5/14/13,712.38,709.25,716.63,706.88,-,0.42%
5/13/13,709.38,701.88,718.63,701.63,-,0.84%
5/10/13,703.5,722.63,724,702.38,-,-2.85%
5/9/13,724.13,704.88,727.5,702.88,-,2.64%
5/8/13,705.5,707.88,712.63,700.13,-,-0.30%
5/7/13,707.63,704.5,710.38,698.38,-,0.77%
5/6/13,702.25,713.75,714.63,700.63,-,-2.70%
5/3/13,721.75,727.63,734.88,716.63,-,-1.03%
5/2/13,729.25,720.63,729.63,717.88,-,1.34%
5/1/13,719.63,731.5,731.5,713.38,-,-1.45%
4/30/13,730.25,716.25,736.63,705.13,-,2.10%
4/29/13,715.25,696.5,719.63,695.38,-,4.13%
4/26/13,686.88,701.5,701.5,686.88,-,-2.10%
4/25/13,701.63,690.5,705.38,690.5,-,1.65%
4/24/13,690.25,697.75,698.63,688.63,-,-1.09%
4/23/13,697.88,702.88,703.5,690.38,-,-0.61%
4/22/13,702.13,708.13,708.13,691.38,-,-0.88%
4/19/13,708.38,703.63,711.38,697.63,-,0.60%
4/18/13,704.13,705.38,711.75,696.13,-,0.11%
4/17/13,703.38,703.75,715.38,698.63,-,-0.04%
4/16/13,703.63,692.88,703.63,689.88,-,1.59%
4/15/13,692.63,715,715,688.63,-,-3.01%
4/12/13,714.13,699,715.88,698.5,-,2.24%
4/11/13,698.5,697.38,705.63,693.75,-,0.23%
4/10/13,696.88,706.13,712.75,688.88,-,-1.47%
4/9/13,707.25,713.13,714.13,704.38,-,-0.63%
4/8/13,711.75,700,715.88,700,-,1.77%
4/5/13,699.38,692.38,700.38,689.38,-,0.99%
4/4/13,692.5,701.75,701.88,684.63,-,-1.34%
4/3/13,701.88,674,705.38,670.88,-,4.08%
4/2/13,674.38,667.38,676.25,664.63,-,1.05%
4/1/13,667.38,684.88,685,660.25,-,-2.50%
3/31/13,684.5,682.88,688,681.25,-,-0.54%
3/28/13,688.25,735.88,741.38,682.88,-,-6.49%
3/27/13,736,729.5,740.63,728.75,-,0.87%
3/26/13,729.63,726.38,732.5,723.63,-,0.48%
3/25/13,726.13,729.88,730.38,722.63,-,-0.53%
3/24/13,730,729.63,730.13,728.38,-,0.09%
3/22/13,729.38,728.5,731.38,715.63,-,0.14%
3/21/13,728.38,733.5,736.38,726.25,-,-0.72%
3/20/13,733.63,727.25,736.63,723.13,-,0.86%
3/19/13,727.38,714.38,727.63,709.38,-,1.86%
3/18/13,714.13,716.38,719.25,705.75,-,-0.35%
3/17/13,716.63,720.75,721.38,716,-,-0.90%
3/15/13,723.13,724.63,724.88,717.63,-,-0.24%
3/14/13,724.88,711.88,725.38,707.88,-,1.77%
3/13/13,712.25,702.88,712.75,697.25,-,1.32%
3/12/13,703,700.88,706.38,695.75,-,0.32%
3/11/13,700.75,699.25,707.88,695.13,-,0.20%
3/10/13,699.38,696,699.75,695.13,-,0.43%
3/8/13,696.38,695.38,702,687.5,-,0.11%
3/7/13,695.63,683.13,696.38,681.63,-,1.81%
3/6/13,683.25,705.38,706.88,681.25,-,-3.12%
3/5/13,705.25,703.38,708.63,701.13,-,0.25%
3/4/13,703.5,719.13,722.38,697.88,-,-2.16%
3/3/13,719,721.13,721.63,718.63,-,-0.19%
3/1/13,720.38,716.5,726.38,708.13,-,0.56%
2/28/13,716.38,712.13,722.88,711.13,-,0.61%
2/27/13,712,712.5,721.88,710.13,-,0.02%
2/26/13,711.88,705.75,711.88,698.13,-,0.85%
2/25/13,705.88,720.38,722.13,704.13,-,-1.98%
2/24/13,720.13,718.25,720.88,715.88,-,0.88%
2/22/13,713.88,722.63,729.63,713.88,-,-1.26%
2/21/13,723,736.75,737.38,719.63,-,-1.88%
2/20/13,736.88,732.63,740.63,727.88,-,0.56%
2/19/13,732.75,746.63,747.38,726.38,-,-1.25%
2/15/13,742,734.63,744.38,733.88,-,1.04%
2/14/13,734.38,737.63,740.63,725.13,-,-0.46%
2/13/13,737.75,734.38,737.75,722.88,-,0.48%
2/12/13,734.25,741.75,744.13,725.63,-,-1.03%
2/11/13,741.88,757.63,757.63,740.88,-,-2.11%
2/10/13,757.88,757,759,753.5,-,0.23%
2/8/13,756.13,756.63,770.63,753.13,-,-0.08%
2/7/13,756.75,759.88,764.25,752.88,-,-0.39%
2/6/13,759.75,757.75,763.88,746.63,-,0.28%
2/5/13,757.63,765.5,766.13,751.13,-,-1.01%
2/4/13,765.38,766.13,773.38,761.13,-,-0.07%
2/3/13,765.88,768.25,768.38,764.25,-,-0.03%
2/1/13,766.13,781.5,789.88,764.63,-,-1.98%
1/31/13,781.63,787.13,790.88,773.88,-,-0.65%
1/30/13,786.75,773.75,788.88,771.88,-,1.66%
1/29/13,773.88,778.25,784.88,773.75,-,-0.58%
1/28/13,778.38,779.63,782.88,770.88,-,-0.14%
1/27/13,779.5,778.63,780.38,777.38,-,0.47%
1/25/13,775.88,771.25,780.63,764.38,-,0.58%
1/24/13,771.38,772.63,774.88,763.13,-,-0.19%
1/23/13,772.88,776.13,784.88,771.13,-,-0.45%
1/22/13,776.38,794.88,799.63,776.13,-,-1.79%
1/20/13,790.5,790.5,790.5,790.5,-,0.00%
1/18/13,790.5,785.5,793.63,778.88,-,0.65%
1/17/13,785.38,786.63,787.88,776.38,-,-0.17%
1/16/13,786.75,783.25,790.63,777.13,-,0.43%
1/15/13,783.38,769.88,789.38,769.13,-,1.70%
1/14/13,770.25,767.63,776.63,763.5,-,0.36%
1/13/13,767.5,761.75,767.5,760.88,-,1.27%
1/11/13,757.88,745.88,771.75,736.38,-,1.59%
1/10/13,746,749.75,756.13,744.13,-,-0.48%
1/9/13,749.63,751,756.88,745.13,-,-0.17%
1/8/13,750.88,752.13,759.13,749.63,-,-0.18%
1/7/13,752.25,748.13,760.25,743.63,-,0.53%
1/6/13,748.25,749.5,749.5,746.5,-,-0.08%
1/4/13,748.88,754.38,757.63,739.88,-,-0.71%
1/3/13,754.25,758.75,761.13,750.25,-,-0.61%
1/2/13,758.88,786.88,787.38,752.63,-,-2.52%
12/31/12,778.5,775.13,779.88,767.88,-,0.45%
12/30/12,775,778.63,778.63,774.63,-,-0.43%
12/28/12,778.38,777,784.38,767.13,-,0.19%
12/27/12,776.88,775.75,777.63,764.63,-,0.13%
12/26/12,775.88,794.13,794.88,773.88,-,-2.30%
12/24/12,794.13,794.63,796.13,791.38,-,-0.05%
12/23/12,794.5,794.25,796.13,793.75,-,0.33%
12/21/12,791.88,792.38,798.63,789.88,-,-0.05%
12/20/12,792.25,806.75,808.38,782.88,-,-1.84%
12/19/12,807.13,813.5,822.63,802.13,-,-0.77%
12/18/12,813.38,812.88,816.38,801.63,-,0.09%
12/17/12,812.63,814.63,818.25,805.13,-,-0.28%
12/16/12,814.88,815.88,818.63,813.38,-,0.12%
12/14/12,813.88,808.13,817.38,806.13,-,0.73%
12/13/12,808,812.75,817.63,801.63,-,-0.60%
12/12/12,812.88,824,825.38,809.13,-,-1.34%
12/11/12,823.88,848.13,848.63,816.13,-,-2.83%
12/10/12,847.88,857.88,861.88,846.88,-,-1.14%
12/9/12,857.63,861.5,861.88,857,-,-0.28%
12/7/12,860,860.38,864.63,853.13,-,-0.06%
12/6/12,860.5,860.5,864.13,853.13,-,-0.01%
12/5/12,860.63,858.38,863.38,852.63,-,0.28%
12/4/12,858.25,861.5,864.88,851.88,-,-0.35%
12/3/12,861.25,869.38,877.13,858.38,-,-0.26%
12/2/12,863.5,863.5,863.5,863.5,-,0.00%
11/30/12,863.5,885.38,885.5,862.63,-,-2.48%
11/29/12,885.5,887,894.88,880.88,-,-0.16%
11/28/12,886.88,886.13,895.13,879.88,-,0.10%
11/27/12,886,864.38,888.88,864.38,-,2.49%
11/26/12,864.5,859.88,868.75,859.5,-,0.55%
11/25/12,859.75,863.13,863.13,858.5,-,1.49%
11/23/12,847.13,850,853.13,846.13,-,0.24%
11/21/12,845.13,843.75,849.38,841.13,-,0.15%
11/20/12,843.88,843.63,849.63,837.5,-,0.06%
11/19/12,843.38,837.88,847.88,836.88,-,0.69%
11/18/12,837.63,836.25,838.75,835.88,-,0.06%
11/16/12,837.13,846.13,849.63,829.63,-,-1.05%
11/15/12,846,847.5,856.38,843.5,-,-0.19%
11/14/12,847.63,854.63,857.88,845.88,-,-0.78%
11/13/12,854.25,858.88,864.38,843.63,-,-0.51%
11/12/12,858.63,883.75,884.75,855.13,-,-2.86%
11/11/12,883.88,885.75,885.88,882.63,-,-0.38%
11/9/12,887.25,900.75,911.63,884.13,-,-1.49%
11/8/12,900.63,889.63,904.88,886.88,-,1.26%
11/7/12,889.38,876.38,896.63,870.75,-,1.51%
11/6/12,876.13,872.13,879.63,870.25,-,0.47%
11/5/12,872,867.88,875.63,863.63,-,0.49%
11/4/12,867.75,865.38,868.5,863.38,-,0.17%
11/2/12,866.25,865.13,873.63,859.25,-,0.12%
11/1/12,865.25,867.38,877.38,861.63,-,-0.19%
10/31/12,866.88,860,874.13,859.5,-,0.78%
10/30/12,860.13,857.5,866.38,852.88,-,0.28%
10/29/12,857.75,861.38,871.25,857.13,-,-0.41%
10/28/12,861.25,863.88,864.25,860.88,-,-0.32%
10/26/12,864,874.88,878.13,863.38,-,-1.23%
10/25/12,874.75,879.13,888.63,871.38,-,-0.41%
10/24/12,878.38,867.5,894.75,865.75,-,1.27%
10/23/12,867.38,877,878.13,860.13,-,-1.11%
10/22/12,877.13,873.88,884.38,871.38,-,0.37%
10/21/12,873.88,873.38,876.25,871.63,-,0.32%
10/19/12,871.13,868.38,885.25,866.38,-,0.30%
10/18/12,868.5,856.38,875.88,855.75,-,1.43%
10/17/12,856.25,846.38,857.63,845.63,-,1.15%
10/16/12,846.5,856,857.5,843.88,-,-1.12%
10/15/12,856.13,852.63,857.25,841.63,-,0.38%
10/14/12,852.88,856.88,860.13,852.13,-,-0.47%
10/12/12,856.88,882.25,884.38,853.38,-,-2.89%
10/11/12,882.38,868.63,893.88,859.5,-,1.57%
10/10/12,868.75,864.38,876.63,863.63,-,0.52%
10/9/12,864.25,862.88,873.63,862.75,-,0.20%
10/8/12,862.5,858.63,867.13,856.75,-,0.42%
10/7/12,858.88,856.88,859.25,855.38,-,0.23%
10/5/12,856.88,872.13,872.63,856.63,-,-1.76%
10/4/12,872.25,870.25,882.63,867,-,0.22%
10/3/12,870.38,867.75,878.38,858.13,-,0.32%
10/2/12,867.63,880.13,882.38,864,-,-1.43%
10/1/12,880.25,895.5,901,872.38,-,-1.72%
9/30/12,895.63,902.13,904.13,892.13,-,-0.42%
9/28/12,899.38,855.75,906.5,850.75,-,5.08%
9/27/12,855.88,872.75,875.5,849.38,-,-1.95%
9/26/12,872.88,887.63,888.75,866.63,-,-1.68%
9/25/12,887.75,886.38,897.38,880.88,-,0.17%
9/24/12,886.25,902.75,904.38,883.63,-,-1.81%
9/23/12,902.63,896.25,906.88,896.25,-,0.42%
9/21/12,898.88,881.38,898.88,880.63,-,2.06%
9/20/12,880.75,884.88,893.63,869.13,-,-0.48%
9/19/12,885,867.5,885.88,866.63,-,2.11%
9/18/12,866.75,883.88,887.63,860.88,-,-1.91%
9/17/12,883.63,916.25,918.38,876.38,-,-3.55%
9/16/12,916.13,921.75,926.63,915.13,-,-1.05%
9/14/12,925.88,901.5,930.63,898.75,-,2.72%
9/13/12,901.38,890,904.88,885.75,-,1.29%
9/12/12,889.88,884,893.38,869,-,0.68%
9/11/12,883.88,888.25,898.13,882.38,-,-0.52%
9/10/12,888.5,908.75,917.38,885.38,-,-2.21%
9/9/12,908.63,902.75,909.88,901.38,-,0.35%
9/7/12,905.5,890.63,912.38,884.88,-,1.66%
9/6/12,890.75,867.75,894.38,867.63,-,2.64%
9/5/12,867.88,886.38,887.13,865.63,-,-2.10%
9/4/12,886.5,892,903.88,881.13,-,-0.24%
8/31/12,888.63,903.38,905.88,881.13,-,-1.65%
8/30/12,903.5,902.38,914.5,897.38,-,0.14%
8/29/12,902.25,876,908.13,874.13,-,3.01%
8/28/12,875.88,878.63,888.88,871.5,-,-0.33%
8/27/12,878.75,892.25,899.13,878.75,-,-1.49%
8/26/12,892,893.25,893.63,887.13,-,2.84%
8/24/12,867.38,874.25,885.75,866.13,-,-0.80%
8/23/12,874.38,895.63,903.25,871.63,-,-2.36%
8/22/12,895.5,897.5,898.63,889.63,-,-0.15%
8/21/12,896.88,879.25,904.63,878.25,-,1.99%
8/20/12,879.38,872.38,883.38,867.13,-,0.82%
8/19/12,872.25,873.75,876.75,871.5,-,-0.19%
8/17/12,873.88,863.63,879.75,863.13,-,1.17%
8/16/12,863.75,847,868.88,841.13,-,2.01%
8/15/12,846.75,845.5,850.63,840.63,-,0.13%
8/14/12,845.63,859.5,865.88,838.75,-,-1.60%
8/13/12,859.38,880.5,882.88,855,-,-2.43%
8/12/12,880.75,883.25,885.13,879,-,-0.70%
8/10/12,887,915.13,930.88,880.88,-,-3.09%
8/9/12,915.25,899.88,919.25,899.25,-,1.72%
8/8/12,899.75,887.13,902.13,869.5,-,1.38%
8/7/12,887.5,892,904.63,883.63,-,-0.49%
8/6/12,891.88,884.75,897,879.63,-,0.76%
8/5/12,885.13,884.25,888.38,876.88,-,-0.67%
8/3/12,891.13,861.63,906.88,860.75,-,3.44%
8/2/12,861.5,881.5,883.38,856.13,-,-2.28%
8/1/12,881.63,893.25,897,861.88,-,-1.23%
7/31/12,892.63,911.13,919.38,886.38,-,-2.02%
7/30/12,911,909.75,919.63,905.88,-,0.12%
7/29/12,909.88,908.13,912.88,903.13,-,1.24%
7/27/12,898.75,880.13,910.88,879.63,-,2.15%
7/26/12,879.88,892.88,904.13,873.88,-,-1.47%
7/25/12,893,863.63,908.75,863.25,-,3.43%
7/24/12,863.38,891.75,902.63,852.88,-,-3.20%
7/23/12,891.88,932.13,933.5,889.5,-,-4.33%
7/22/12,932.25,942,942,926.13,-,-1.23%
7/20/12,943.88,932.75,944.5,917,-,1.21%
7/19/12,932.63,898.88,937.88,896.75,-,3.81%
7/18/12,898.38,883.63,907.38,865.75,-,1.65%
7/17/12,883.75,895.75,898.13,867.75,-,-1.38%
7/16/12,896.13,867,897.38,864.5,-,3.37%
7/15/12,866.88,858,867.88,856.5,-,2.39%
7/13/12,846.63,845.25,865.5,845,-,0.13%
7/12/12,845.5,829.25,857.75,820.38,-,1.94%
7/11/12,829.38,822.63,848.38,803.63,-,0.84%
7/10/12,822.5,817.63,833.13,807,-,0.58%
7/9/12,817.75,821.38,844.63,815.63,-,-0.46%
7/8/12,821.5,818.38,823.75,815.88,-,1.78%
7/6/12,807.13,827.88,831.63,804.13,-,-2.52%
7/5/12,828,814.63,840.38,809.63,-,3.61%
7/3/12,799.13,775.38,800.38,774.38,-,3.05%
7/2/12,775.5,773.5,779.25,756.38,-,0.27%
7/1/12,773.38,758.88,773.88,758.88,-,1.91%
